web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822787-1123","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Neon","Good book","16 November 2018","Good book to understand where you are lacking to achieve your goal.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822997-1280","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","he did not talk related to study. i think ...","30 July 2016","he did not talk related to study .i think the book is more related business and emotion stuff.Not very good","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822896-1203","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","One of the best practical book on increasing efficiency","3 January 2017","This is one of the best practical book to increase your efficiency on or off your professional work. Must read.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822696-1056","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","divyanshu sharma","great book to help cultivate Laser-focus","16 November 2016","""Don't take breaks from distractions to focus instead take breaks from focus to get distracted""
The first part  might seem a bit lengthy for convincing the reader why deep work is needed or necessary but it's crucial. Second part is very impressive. Great book.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822636-1004","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","JB","Transformative prescriptions for a fulfilled life","2 September 2017","A clear and concise read. The author convincingly builds not only arguments but also proofs for why deep work habits are to be embraced.

Your view on social media and subsequently your share of time spent in it will drastically change once you complete this book.

A must read fire someone who yearns to lead a fulfilled life  of work life balance and accomplishment.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822848-1157","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ranju G.","Five Stars","3 February 2018","Must read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822668-1045","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Manvie Singh","this one changed the way i work, i have ...","20 April 2018","this one changed the way i work, i have benefited immensely from it. i have gone fro being a distracted millennial to a more focused one.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822989-1263","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Yamini Annadanam","Quite useful if you want to improve productivity.","24 January 2017","The book has very specific strategies and recommendations which can be applied. The author also gives the possible challenges of the suggested strategies, so we can choose according to our context.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549822896-1205","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Absolutely exceptional","25 December 2017","An extraordinary book written with force and clarity. The author knows what he is talking about and makes a compelling case for it.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822787-1126","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Nivedita","Five Stars","1 April 2018","Best book to handle work life balance in the modern age of distractions.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822989-1266","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Good read for social media junkies","18 January 2017","It's a good read for those who are hooked to social media or at work are very busy but achieve avg results. Don't do shallow work :)","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549822927-1250","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sambit Agnivesh","Good read","8 April 2018","Justified the need of deep work in today's world. Also the need to avoid distraction to achieve greater quality  in what you do is apply explained. Every discussion is in great detail.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822945-1261","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","A valuable strategy in the age of distraction.","18 March 2018","A good read. Those who value productivity, and looking for effective strategy, this book should occupy your shelf.
Thank you.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822617-990","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","This book not only told you why you being not able to do or achieve most things in life ( because of not doing deep work) but also gives amazing strategies and workplans to become more better version of ...","29 December 2017","This is  must buy book if you are serious about making some sound changes in life.This book not only told you why you being not able to do or achieve most things in life ( because of not doing deep work) but also gives amazing strategies and workplans to become more better version of yourself than  ever before. I have purchased it and recommend you too.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822858-1181","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Adnan","Thought provoking","4 May 2017","If you are truly commited to start something new in your life be it anything, studying, new business,  relationships, health etc. Then this book should be the first read for you.
Cal newport teaches how to really work, what really 'work' is and how to make out most of your work.
Content of the book is expressed in an engaging way and offers many new things to learn and know at every page.
MUST READ!!!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822887-1197","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SJR","Five Stars","29 January 2016","A very good and eye opening book. Everyone should read this wonderful book and practice DEEP WORK.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822887-1195","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Biswa Dutta Jena","Four Stars","12 June 2017","Nice book stressing about Deep Work. But sometimes it stretches the topic too much. A one-time​ must-read-book for everyone.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822643-1014","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shubh","Worth reading","9 September 2018","The book gives you interesting insights on deep work. The points are very simple to understand but as Newport says are the skills that needs practice to master. Also, he has some really valid points on the usage of social media. Shall recommend read if you want to become one who would like to do some real deep work. Concepts are also applicable for professionals too.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822626-994","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kalyan","Must read book for every corporate employee!","7 July 2018","Quality of the book is great. Amazon's service is good as always.

I gave five stars to the content of the book.
Yes. Deep Work is one of the most valuable skills we should learn.
If you read (and re-read if necessary) and apply the principles with an open mind, this can change the way you work, and thus your life.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822656-1039","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Karan","If you're a self development junkie, this is one ...","17 November 2017","If you're a self development junkie, this is one of the few books that'll really help you turn your life around.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549822730-1072","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mike","Four Stars","13 October 2017","OK book.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822997-1281","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","pradip kumar singh","Five Stars","13 November 2017","A deo study","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822945-1262","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","msasthana","Excellent diagnosis and recommendations","10 January 2017","Excellent background to need for deep work, an essential foundation for creativity and deep intelligence. And with practical tips and tricks to create the time and energy to focus on deep work.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822835-1138","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","rajat s.","Nice","18 October 2018","Nice book well packed","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822730-1066","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sharath Chandra Kogila","... practices and strategies given in the book are very useful for a deep","25 October 2017","The practices and strategies given in the book are very useful for a deep work","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822746-1084","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","ajay gupta","Three Stars","8 September 2018","little diffcult to read but msg is great","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1549822858-1174","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Five Stars","20 July 2017","Nice","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822945-1257","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Krish Venkatesh","Fine art of deep work","29 May 2017","If you happen to read at the right time this book can simply transform your work habits and attitude to work. Deep work is something you will grow aspirant of.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822787-1124","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","abhishek jhingran","very good book","21 September 2018","good book...must for competitive exam students","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822787-1125","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Must read","21 June 2017","Amazing book. Must read for the passionate achiever in you.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822636-1003","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","SUVENDU S. DASH","A must read for aspiring Deep Knowledge workers.","18 March 2018","This book is a must for all aspiring knowledge workers, especially the younger generation, who are starting their careers in various disciplines. The principles in this book would apply to people's habits across cultures and would be of great use to reach outstanding levels of performance in their chosen areas where they seek expertise.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822738-1082","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Xyz","Super great .","19 May 2018","A great book . Worth a read .","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822927-1245","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ashish Nasa","The only productivity book you will need.","9 September 2017","An interesting book and must read for people who are interested to be more productive. Well researched as well as very useful content. Author has highlighted his ideology by giving real world and practical examples of people who are benefiting from the habit of Deep Work.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822997-1273","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anurag Sharma","Great Read!!","21 July 2016","Excellent read. Great analysis and well articulated. Males a compelling case for focussed 'deep' work, as well as explains the techniques to get there.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822866-1190","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","mshooli","Worthwhile","22 November 2017","Definitely something one should read especially if you feel you are affected by the numerous distractions in your life which is affecting your productivity. Lot of good insights by the author which if implemented might help in regaining that focus in achieving our goals.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1549822609-978","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Narayani","A must-have book in the age of the Internet","19 October 2017","Great book!
Newport makes a compelling case for a distraction-free work habit by providing real-life case studies of successful individuals in the world's most noteworthy companies. Rife with examples of individuals across numerous professions, the book drives home a powerful idea - deep work is for everyone.
I'm motivated to make these ideas a part of my working/academic life.","5.0 out of 5 stars","",""
"1549822855-1168","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Averqge","6 December 2018","Ok","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822776-1106","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Must read","19 November 2018","if you find yourself busy all.the time but not being able to produce anything of value, its a must read.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822776-1105","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","V Pattabhi Ram","Classy book","28 December 2017","An excellent book. A must read. Use it and it will change your life","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822905-1223","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kinkini","Not my cup of tea","30 December 2017","This is not my cup of tea... I didn't even dare to touch it for the second time 😁","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1549822636-1012","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vinay Dwivedi","I found it extremely useful for my work habits","4 January 2017","I found this book extremely useful. I am not into self help genre in books, but this is a very well researched piece of work. I highly recommend it to anyone who is facing the issue of not being able to bring the amount of focus needed for the line of work they are into.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822776-1112","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ansar Mughal","Must read for book lovers","11 January 2019","Must read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822855-1164","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","utpal","Must Read","13 January 2018","Must Read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822626-996","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Paresh Marrott","Deep Work - Current Need of the Hour for Millennials to imbibe","21 November 2017","Impressive explanation of dying art which requires strong work habits and great discipline .
-
 Highly recommended read from the New Master of Productivity I.e Professor Newport .","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822899-1216","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Pprasad","Interesting read","3 April 2017","This book though not an eye opener but definitely thought provoking.
Shallow work and deep work cannot be ruled out from life, but shallow work is like cancer which keeps on growing.
Deep work can create miracles and knowledge workers need to go deeper to achieve something substantial.
I am not sure if techniques mentioned can be worked, but we can find our techniques over period of time.
Definitely recommended for people in knowledge industry.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822626-1000","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Natrajan","Five Stars","21 May 2017","brilliant read ! go for it ! this has a potential to be a life changer","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822838-1145","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer",".","11 September 2018","C'mon, give me a bloody bookmark.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822668-1046","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","pramila","Good one","22 September 2017","Good one,but only useful when one wants to implement the changes . Otherwise it is just a another motivational book with some tips and tricks on how to accomplish your work without distraction....","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822636-1011","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Great book","30 November 2018","There is no question that deep work is highly rewarding. I have never felt more satisfying than when having completed a deep work activity writing a paper or brainstorming a grand idea. Though I realize the distractions stated in this book need to be controlled, I have never really considered how to do it. This book provides practical and simple methods to deal with these mundane activities. Great read!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822916-1234","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","K.S.ADARSH","One Star","7 May 2016","Crap.  Borring.  Totally useless","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822899-1222","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","shekarPunnam","Great book in this price ...","30 December 2018","This book is some kind of different one that you must read , because it's words and incidents are REAL .We see many books and read , write reviews  , but this book has a special place for me  in my book list . Explicitly it's  more worth of actual price spent. Finally it's a life and skill mproveing book .","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822905-1224","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Not a Worth","19 February 2017","Not worth. More on convincing to work deep . Less on how to do.  Also not interesting book to read.","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
